class,tweets,clean_text
0,Ffffffffff. Alright no way I can meet up with you sooner?,ffffffffff alright way meet sooner
0,Why didn't u call on your lunch?,didnt u lunch
0,Ok lor but not too early. Me still having project meeting now.,ok lor early having project meeting
0,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,pls food preferably pap slowly loads sugar hour water slowly
0,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",er yeah b 1526 sorry just tell pubcafe sit come wen u
0,It vl bcum more difficult..,vl bcum difficult
0,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",height oh shit situation guy throws luv letter gal falls brothers head whos gay
0,I surely dont forgot to come:)i will always be in touch in with you:-),surely dont forgot comei touch
0,Oh baby of the house. How come you dont have any new pictures on facebook,oh baby house come dont new pictures facebook
0,Yes :)it completely in out of form:)clark also utter waste.,yes completely formclark utter waste
0,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,nope im going home pump petrol lor like going 2 rain soon
0,Is she replying. Has boye changed his phone number,replying boye changed phone number
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory argument wins d situation loses person dont argue ur friends just kick amp say im correct
0,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",worries hope photo shoot went spiffing fun workage
0,* You gonna ring this weekend or wot?,gonna ring weekend wot
0,It's ok i wun b angry. Msg u aft i come home tonight.,ok wun b angry msg u aft come home tonight
0,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,easy dont looking reason risk life love
0,Yo come over carlos will be here soon,yo come carlos soon
0,"Lol you forgot it eh ? Yes, I'll bring it in babe",lol forgot eh yes ill bring babe
0,Hey company elama po mudyadhu.,hey company elama po mudyadhu
0,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,im gonna able late notice ill home weeks plans
0,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",watching cartoon listening music amp eve temple amp church u
0,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you.",good afternoon love good words ym tm smart slave smiles drink coffee await
0,Hey... Very inconvenient for your sis a not huh?,hey inconvenient sis huh
0,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: \GOODMORNING &amp; HAVE A NICE DAY\"" :)""",cool breeze bright sun fresh flower twittering birds waiting wish u goodmorning amp nice day
0,Dear got train and seat mine lower seat,dear got train seat lower seat
0,When did i use soc... I use it only at home... �� dunno how 2 type it in word ar...,did use soc use home �� dunno 2 type word ar
0,Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,just checking really miss seeing jeremiah great month
0,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",yo im parents gettin cash good news picked downstem
0,May i call You later Pls,later pls
0,I keep ten rs in my shelf:) buy two egg.,rs shelf buy egg
1,URGENT! Your Mobile number has been awarded with a �2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,urgent mobile number awarded �2000 bonus caller prize 09058095201 land line valid 12hrs
0,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,love set soul just spark flame big rawring flame xoxo
0,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",add dont really care dude fuck hey money want
0,U still havent got urself a jacket ah?,u havent got urself jacket ah
0,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.,ok knackered just came home went sleep good time work lark
0,There are many company. Tell me the language.,company tell language
0,Sorry completely forgot * will pop em round this week if your still here?,sorry completely forgot pop em round week
0,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,mmmmmmm snuggles deep contented sigh whispers fucking love barely stand
0,U call me alter at 11 ok.,u alter 11 ok
0,I'm leaving my house now.,im leaving house
0,K...k:)why cant you come here and search job:),kkwhy come search job
0,:-) yeah! Lol. Luckily i didn't have a starring role like you!,yeah lol luckily didnt starring role like
0,"Thanks, I'll keep that in mind",thanks ill mind
0,I cant pick the phone right now. Pls send a message,pick phone right pls send message
0,"Ok da, i already planned. I wil pick you.",ok da planned wil pick
0,I'm really not up to it still tonight babe,im really tonight babe
0,Where to get those?,
0,Also andros ice etc etc,andros ice
0,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,theres lot things happening lindsay new years sighs bars ptbo blue heron going
1,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",gr8 poly tones 4 mobs direct 2u rply poly title 8007 poly breathe1 titles crazyin sleepingwith finest ymca getzedcouk pobox365o4w45wq 300p
0,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",case wake wondering forgot care grandma today parade
1,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",freemsg awarded free mini digital camera just reply snap collect prize quizclub opt stop 80122300pwk sprwm ph08704050406
0,"It's cool, we can last a little while. Getting more any time soon?",cool little getting time soon
0,By monday next week. Give me the full gist,monday week gist
0,How r �_ going to send it to me?,r � going send
1,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,receiving weeks triple echo ringtone shortly enjoy
1,Great News! Call FREEFONE 08006344447 to claim your guaranteed �1000 CASH or �2000 gift. Speak to a live operator NOW!,great news freefone 08006344447 claim guaranteed �1000 cash �2000 gift speak live operator
0,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,im diet ate 1 slices pizza yesterday ugh im diet
0,Nope watching tv at home... Not going out. V bored...,nope watching tv home going v bored
0,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",officially philosophical hole u wanna home ready saved
0,Pls dont restrict her from eating anythin she likes for the next two days.,pls dont restrict eating anythin likes days
0,In e msg jus now. U said thanks for gift.,e msg jus u said thanks gift
0,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",im eatin lor goin work soon e mountain deer huh watch b4 liao nice
0,I have a sore throat. It's scratches when I talk,sore throat scratches talk
0,Change again... It's e one next to escalator...,change e escalator
0,Sounds great! Im going to sleep now. Have a good night!,sounds great im going sleep good night
1,"URGENT! Your Mobile No 07808726822 was awarded a �2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",urgent mobile 07808726822 awarded �2000 bonus caller prize 020903 2nd attempt contact 08718729758 box95qu
0,Ok set let u noe e details later...,ok set let u noe e details later
0,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy
0,Was the farm open?,farm open
0,Yup but it's not giving me problems now so mayb i'll jus leave it...,yup giving problems mayb ill jus leave
0,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",moment dayhas valuemorning brings hopeafternoon brings faithevening brings luvnight brings restwish u todaygood morning
0,"Just sent you an email ��� to an address with incomm in it, is that right?",just sent email ��� address incomm right
0,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ��_,little darlings far week need coffee run tomocant believe time week ��
0,Just wanted to say holy shit you guys weren't kidding about this bud,just wanted say holy shit guys werent kidding bud
0,"Sorry that took so long, omw now",sorry took long omw
0,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",house water dock boat rolled newscaster dabbles jazz flute wheel
1,Missed call alert. These numbers called but left no message. 07008009200,missed alert numbers called left message 07008009200
0,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,yup havent want yoga book
0,That seems unnecessarily hostile,unnecessarily hostile
1,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,datingi started sent text talk sport radio week connection think coincidence
0,Somebody set up a website where you can play hold em using eve online spacebucks,somebody set website play hold em using eve online spacebucks
0,Ok no prob...,ok prob
0,Does daddy have a bb now.,does daddy bb
0,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,things antibiotic used chest abdomen gynae infections bone infections
0,Don no da:)whats you plan?,don dawhats plan
0,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",friend shes studying warwick weve planned shopping concert tmw canceled havnt seen ages yeah
0,Send me yetty's number pls.,send yettys number pls
0,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",hello boytoy home constant thought love hope having nice visit wait till come home kiss
0,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,joys father john john joys father u ans ths hav ltgt iq tis s ias question try answer
0,I wait 4 �_ inside da car park...,wait 4 � inside da car park
0,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,pain moves 6hrs doctor
0,Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,mmmm fuck fair know weaknesses grins pushes knees exposes belly pulls head dont forget know wicked smile
